season,round,driverId,position,points,wins,points_after_race,wins_after_race,position_after_race
2006,1,alonso,1,10.0,1,,,
2006,1,michael_schumacher,2,8.0,0,,,
2006,1,raikkonen,3,6.0,0,,,
2006,1,button,4,5.0,0,,,
2006,1,montoya,5,4.0,0,,,
2006,1,webber,6,3.0,0,,,
2006,1,rosberg,7,2.0,0,,,
2006,1,klien,8,1.0,0,,,
2006,1,massa,9,0.0,0,,,
2006,1,coulthard,10,0.0,0,,,
2006,1,liuzzi,11,0.0,0,,,
2006,1,heidfeld,12,0.0,0,,,
2006,1,speed,13,0.0,0,,,
2006,1,ralf_schumacher,14,0.0,0,,,
2006,1,barrichello,15,0.0,0,,,
2006,1,trulli,16,0.0,0,,,
2006,1,monteiro,17,0.0,0,,,
2006,1,sato,18,0.0,0,,,
2006,2,alonso,1,18.0,1,10.0,1.0,1.0
2006,2,michael_schumacher,2,11.0,0,8.0,0.0,2.0
2006,2,button,3,11.0,0,5.0,0.0,4.0
2006,2,fisichella,4,10.0,1,,,
2006,2,montoya,5,9.0,0,4.0,0.0,5.0
2006,2,raikkonen,6,6.0,0,6.0,0.0,3.0
2006,2,massa,7,4.0,0,0.0,0.0,9.0
2006,2,webber,8,3.0,0,3.0,0.0,6.0
2006,2,rosberg,9,2.0,0,2.0,0.0,7.0
2006,2,villeneuve,10,2.0,0,,,
2006,2,ralf_schumacher,11,1.0,0,0.0,0.0,14.0
2006,2,klien,12,1.0,0,1.0,0.0,8.0
2006,2,trulli,13,0.0,0,0.0,0.0,16.0
2006,2,barrichello,14,0.0,0,0.0,0.0,15.0
2006,2,coulthard,15,0.0,0,0.0,0.0,10.0
2006,2,liuzzi,16,0.0,0,0.0,0.0,11.0
2006,2,albers,17,0.0,0,,,
2006,2,heidfeld,18,0.0,0,0.0,0.0,12.0
2006,2,monteiro,19,0.0,0,0.0,0.0,17.0
2006,2,speed,20,0.0,0,0.0,0.0,13.0
2006,2,sato,21,0.0,0,0.0,0.0,18.0
2006,3,alonso,1,28.0,2,18.0,1.0,1.0
2006,3,fisichella,2,14.0,1,10.0,1.0,4.0
2006,3,raikkonen,3,14.0,0,6.0,0.0,6.0
2006,3,michael_schumacher,4,11.0,0,11.0,0.0,2.0
2006,3,button,5,11.0,0,11.0,0.0,3.0
2006,3,montoya,6,9.0,0,9.0,0.0,5.0
2006,3,ralf_schumacher,7,7.0,0,1.0,0.0,11.0
2006,3,heidfeld,8,5.0,0,0.0,0.0,18.0
2006,3,villeneuve,9,5.0,0,2.0,0.0,10.0
2006,3,massa,10,4.0,0,4.0,0.0,7.0
2006,3,webber,11,3.0,0,3.0,0.0,8.0
2006,3,barrichello,12,2.0,0,0.0,0.0,14.0
2006,3,rosberg,13,2.0,0,2.0,0.0,9.0
2006,3,coulthard,14,1.0,0,0.0,0.0,15.0
2006,3,klien,15,1.0,0,1.0,0.0,12.0
2006,3,speed,16,0.0,0,0.0,0.0,20.0
2006,3,trulli,17,0.0,0,0.0,0.0,13.0
2006,3,liuzzi,18,0.0,0,0.0,0.0,16.0
2006,3,albers,19,0.0,0,0.0,0.0,17.0
2006,3,sato,20,0.0,0,0.0,0.0,21.0
2006,3,monteiro,21,0.0,0,0.0,0.0,19.0
2006,3,ide,22,0.0,0,,,
2006,4,alonso,1,36.0,2,28.0,2.0,1.0
2006,4,michael_schumacher,2,21.0,1,11.0,0.0,4.0
2006,4,raikkonen,3,18.0,0,14.0,0.0,3.0
2006,4,fisichella,4,15.0,1,14.0,1.0,2.0
2006,4,montoya,5,15.0,0,9.0,0.0,6.0
2006,4,button,6,13.0,0,11.0,0.0,5.0
2006,4,massa,7,9.0,0,4.0,0.0,10.0
2006,4,ralf_schumacher,8,7.0,0,7.0,0.0,7.0
2006,4,webber,9,6.0,0,3.0,0.0,11.0
2006,4,heidfeld,10,5.0,0,5.0,0.0,8.0
2006,4,villeneuve,11,5.0,0,5.0,0.0,9.0
2006,4,barrichello,12,2.0,0,2.0,0.0,12.0
2006,4,rosberg,13,2.0,0,2.0,0.0,13.0
2006,4,coulthard,14,1.0,0,1.0,0.0,14.0
2006,4,klien,15,1.0,0,1.0,0.0,15.0
2006,4,speed,16,0.0,0,0.0,0.0,16.0
2006,4,trulli,17,0.0,0,0.0,0.0,17.0
2006,4,liuzzi,18,0.0,0,0.0,0.0,18.0
2006,4,albers,19,0.0,0,0.0,0.0,19.0
2006,4,sato,20,0.0,0,0.0,0.0,20.0
2006,4,monteiro,21,0.0,0,0.0,0.0,21.0
2006,4,ide,22,0.0,0,0.0,0.0,22.0
2006,5,alonso,1,44.0,2,36.0,2.0,1.0
2006,5,michael_schumacher,2,31.0,2,21.0,1.0,2.0
2006,5,raikkonen,3,23.0,0,18.0,0.0,3.0
2006,5,fisichella,4,18.0,1,15.0,1.0,4.0
2006,5,massa,5,15.0,0,9.0,0.0,7.0
2006,5,montoya,6,15.0,0,15.0,0.0,5.0
2006,5,button,7,13.0,0,13.0,0.0,6.0
2006,5,ralf_schumacher,8,7.0,0,7.0,0.0,8.0
2006,5,barrichello,9,6.0,0,2.0,0.0,12.0
2006,5,webber,10,6.0,0,6.0,0.0,9.0
2006,5,villeneuve,11,6.0,0,5.0,0.0,11.0
2006,5,heidfeld,12,5.0,0,5.0,0.0,10.0
2006,5,rosberg,13,4.0,0,2.0,0.0,13.0
2006,5,coulthard,14,1.0,0,1.0,0.0,14.0
2006,5,klien,15,1.0,0,1.0,0.0,15.0
2006,5,trulli,16,0.0,0,0.0,0.0,17.0
2006,5,speed,17,0.0,0,0.0,0.0,16.0
2006,5,liuzzi,18,0.0,0,0.0,0.0,18.0
2006,5,albers,19,0.0,0,0.0,0.0,19.0
2006,5,monteiro,20,0.0,0,0.0,0.0,21.0
2006,5,sato,21,0.0,0,0.0,0.0,20.0
2006,5,ide,22,0.0,0,0.0,0.0,22.0
2006,6,alonso,1,54.0,3,44.0,2.0,1.0
2006,6,michael_schumacher,2,39.0,2,31.0,2.0,2.0
2006,6,raikkonen,3,27.0,0,23.0,0.0,3.0
2006,6,fisichella,4,24.0,1,18.0,1.0,4.0
2006,6,massa,5,20.0,0,15.0,0.0,5.0
2006,6,button,6,16.0,0,13.0,0.0,7.0
2006,6,montoya,7,15.0,0,15.0,0.0,6.0
2006,6,barrichello,8,8.0,0,6.0,0.0,9.0
2006,6,ralf_schumacher,9,7.0,0,7.0,0.0,8.0
2006,6,heidfeld,10,6.0,0,5.0,0.0,12.0
2006,6,webber,11,6.0,0,6.0,0.0,10.0
2006,6,villeneuve,12,6.0,0,6.0,0.0,11.0
2006,6,rosberg,13,4.0,0,4.0,0.0,13.0
2006,6,coulthard,14,1.0,0,1.0,0.0,14.0
2006,6,klien,15,1.0,0,1.0,0.0,15.0
2006,6,trulli,16,0.0,0,0.0,0.0,16.0
2006,6,speed,17,0.0,0,0.0,0.0,17.0
2006,6,liuzzi,18,0.0,0,0.0,0.0,18.0
2006,6,albers,19,0.0,0,0.0,0.0,19.0
2006,6,monteiro,20,0.0,0,0.0,0.0,20.0
2006,6,sato,21,0.0,0,0.0,0.0,21.0
2006,6,ide,22,0.0,0,0.0,0.0,22.0
2006,7,alonso,1,64.0,4,54.0,3.0,1.0
2006,7,michael_schumacher,2,43.0,2,39.0,2.0,2.0
2006,7,fisichella,3,27.0,1,24.0,1.0,4.0
2006,7,raikkonen,4,27.0,0,27.0,0.0,3.0
2006,7,montoya,5,23.0,0,15.0,0.0,7.0
2006,7,massa,6,20.0,0,20.0,0.0,5.0
2006,7,button,7,16.0,0,16.0,0.0,6.0
2006,7,barrichello,8,13.0,0,8.0,0.0,8.0
2006,7,ralf_schumacher,9,8.0,0,7.0,0.0,9.0
2006,7,heidfeld,10,8.0,0,6.0,0.0,10.0
2006,7,coulthard,11,7.0,0,1.0,0.0,14.0
2006,7,webber,12,6.0,0,6.0,0.0,11.0
2006,7,villeneuve,13,6.0,0,6.0,0.0,12.0
2006,7,rosberg,14,4.0,0,4.0,0.0,13.0
2006,7,klien,15,1.0,0,1.0,0.0,15.0
2006,7,trulli,16,0.0,0,0.0,0.0,16.0
2006,7,speed,17,0.0,0,0.0,0.0,17.0
2006,7,liuzzi,18,0.0,0,0.0,0.0,18.0
2006,7,albers,19,0.0,0,0.0,0.0,19.0
2006,7,monteiro,20,0.0,0,0.0,0.0,20.0
2006,7,sato,21,0.0,0,0.0,0.0,21.0
2006,7,ide,22,0.0,0,0.0,0.0,22.0
2006,7,montagny,23,0.0,0,,,
2006,8,alonso,1,74.0,5,64.0,4.0,1.0
2006,8,michael_schumacher,2,51.0,2,43.0,2.0,2.0
2006,8,raikkonen,3,33.0,0,27.0,0.0,4.0
2006,8,fisichella,4,32.0,1,27.0,1.0,3.0
2006,8,montoya,5,26.0,0,23.0,0.0,5.0
2006,8,massa,6,24.0,0,20.0,0.0,6.0
2006,8,button,7,16.0,0,16.0,0.0,7.0
2006,8,barrichello,8,13.0,0,13.0,0.0,8.0
2006,8,heidfeld,9,10.0,0,8.0,0.0,10.0
2006,8,ralf_schumacher,10,8.0,0,8.0,0.0,9.0
2006,8,coulthard,11,7.0,0,7.0,0.0,11.0
2006,8,villeneuve,12,7.0,0,6.0,0.0,13.0
2006,8,webber,13,6.0,0,6.0,0.0,12.0
2006,8,rosberg,14,4.0,0,4.0,0.0,14.0
2006,8,klien,15,1.0,0,1.0,0.0,15.0
2006,8,trulli,16,0.0,0,0.0,0.0,16.0
2006,8,speed,17,0.0,0,0.0,0.0,17.0
2006,8,liuzzi,18,0.0,0,0.0,0.0,18.0
2006,8,albers,19,0.0,0,0.0,0.0,19.0
2006,8,monteiro,20,0.0,0,0.0,0.0,20.0
2006,8,sato,21,0.0,0,0.0,0.0,21.0
2006,8,ide,22,0.0,0,0.0,0.0,22.0
2006,8,montagny,23,0.0,0,0.0,0.0,23.0
2006,9,alonso,1,84.0,6,74.0,5.0,1.0
2006,9,michael_schumacher,2,59.0,2,51.0,2.0,2.0
2006,9,raikkonen,3,39.0,0,33.0,0.0,3.0
2006,9,fisichella,4,37.0,1,32.0,1.0,4.0
2006,9,massa,5,28.0,0,24.0,0.0,6.0
2006,9,montoya,6,26.0,0,26.0,0.0,5.0
2006,9,button,7,16.0,0,16.0,0.0,7.0
2006,9,barrichello,8,13.0,0,13.0,0.0,8.0
2006,9,heidfeld,9,12.0,0,10.0,0.0,9.0
2006,9,ralf_schumacher,10,8.0,0,8.0,0.0,10.0
2006,9,coulthard,11,8.0,0,7.0,0.0,11.0
2006,9,villeneuve,12,7.0,0,7.0,0.0,12.0
2006,9,webber,13,6.0,0,6.0,0.0,13.0
2006,9,rosberg,14,4.0,0,4.0,0.0,14.0
2006,9,trulli,15,3.0,0,0.0,0.0,16.0
2006,9,klien,16,1.0,0,1.0,0.0,15.0
2006,9,speed,17,0.0,0,0.0,0.0,17.0
2006,9,liuzzi,18,0.0,0,0.0,0.0,18.0
2006,9,albers,19,0.0,0,0.0,0.0,19.0
2006,9,monteiro,20,0.0,0,0.0,0.0,20.0
2006,9,sato,21,0.0,0,0.0,0.0,21.0
2006,9,ide,22,0.0,0,0.0,0.0,22.0
2006,9,montagny,23,0.0,0,0.0,0.0,23.0
2006,10,alonso,1,88.0,6,84.0,6.0,1.0
2006,10,michael_schumacher,2,69.0,3,59.0,2.0,2.0
2006,10,fisichella,3,43.0,1,37.0,1.0,4.0
2006,10,raikkonen,4,39.0,0,39.0,0.0,3.0
2006,10,massa,5,36.0,0,28.0,0.0,5.0
2006,10,montoya,6,26.0,0,26.0,0.0,6.0
2006,10,button,7,16.0,0,16.0,0.0,7.0
2006,10,barrichello,8,16.0,0,13.0,0.0,8.0
2006,10,heidfeld,9,12.0,0,12.0,0.0,9.0
2006,10,coulthard,10,10.0,0,8.0,0.0,11.0
2006,10,ralf_schumacher,11,8.0,0,8.0,0.0,10.0
2006,10,trulli,12,8.0,0,3.0,0.0,15.0
2006,10,villeneuve,13,7.0,0,7.0,0.0,12.0
2006,10,webber,14,6.0,0,6.0,0.0,13.0
2006,10,rosberg,15,4.0,0,4.0,0.0,14.0
2006,10,liuzzi,16,1.0,0,0.0,0.0,18.0
2006,10,klien,17,1.0,0,1.0,0.0,16.0
2006,10,speed,18,0.0,0,0.0,0.0,17.0
2006,10,albers,19,0.0,0,0.0,0.0,19.0
2006,10,monteiro,20,0.0,0,0.0,0.0,20.0
2006,10,sato,21,0.0,0,0.0,0.0,21.0
2006,10,ide,22,0.0,0,0.0,0.0,22.0
2006,10,montagny,23,0.0,0,0.0,0.0,23.0
2006,11,alonso,1,96.0,6,88.0,6.0,1.0
2006,11,michael_schumacher,2,79.0,4,69.0,3.0,2.0
2006,11,fisichella,3,46.0,1,43.0,1.0,3.0
2006,11,raikkonen,4,43.0,0,39.0,0.0,4.0
2006,11,massa,5,42.0,0,36.0,0.0,5.0
2006,11,montoya,6,26.0,0,26.0,0.0,6.0
2006,11,button,7,16.0,0,16.0,0.0,7.0
2006,11,barrichello,8,16.0,0,16.0,0.0,8.0
2006,11,ralf_schumacher,9,13.0,0,8.0,0.0,11.0
2006,11,heidfeld,10,13.0,0,12.0,0.0,9.0
2006,11,coulthard,11,10.0,0,10.0,0.0,10.0
2006,11,trulli,12,8.0,0,8.0,0.0,12.0
2006,11,villeneuve,13,7.0,0,7.0,0.0,13.0
2006,11,webber,14,6.0,0,6.0,0.0,14.0
2006,11,rosberg,15,4.0,0,4.0,0.0,15.0
2006,11,rosa,16,2.0,0,,,
2006,11,liuzzi,17,1.0,0,1.0,0.0,16.0
2006,11,klien,18,1.0,0,1.0,0.0,17.0
2006,11,speed,19,0.0,0,0.0,0.0,18.0
2006,11,albers,20,0.0,0,0.0,0.0,19.0
2006,11,monteiro,21,0.0,0,0.0,0.0,20.0
2006,11,sato,22,0.0,0,0.0,0.0,21.0
2006,11,ide,23,0.0,0,0.0,0.0,22.0
2006,11,montagny,24,0.0,0,0.0,0.0,23.0
2006,12,alonso,1,100.0,6,96.0,6.0,1.0
2006,12,michael_schumacher,2,89.0,5,79.0,4.0,2.0
2006,12,massa,3,50.0,0,42.0,0.0,5.0
2006,12,fisichella,4,49.0,1,46.0,1.0,3.0
2006,12,raikkonen,5,49.0,0,43.0,0.0,4.0
2006,12,montoya,6,26.0,0,26.0,0.0,6.0
2006,12,button,7,21.0,0,16.0,0.0,7.0
2006,12,barrichello,8,16.0,0,16.0,0.0,8.0
2006,12,ralf_schumacher,9,13.0,0,13.0,0.0,9.0
2006,12,heidfeld,10,13.0,0,13.0,0.0,10.0
2006,12,coulthard,11,10.0,0,10.0,0.0,11.0
2006,12,trulli,12,10.0,0,8.0,0.0,12.0
2006,12,villeneuve,13,7.0,0,7.0,0.0,13.0
2006,12,webber,14,6.0,0,6.0,0.0,14.0
2006,12,rosberg,15,4.0,0,4.0,0.0,15.0
2006,12,rosa,16,2.0,0,2.0,0.0,16.0
2006,12,klien,17,2.0,0,1.0,0.0,18.0
2006,12,liuzzi,18,1.0,0,1.0,0.0,17.0
2006,12,speed,19,0.0,0,0.0,0.0,19.0
2006,12,albers,20,0.0,0,0.0,0.0,20.0
2006,12,monteiro,21,0.0,0,0.0,0.0,21.0
2006,12,sato,22,0.0,0,0.0,0.0,22.0
2006,12,ide,23,0.0,0,0.0,0.0,23.0
2006,12,montagny,24,0.0,0,0.0,0.0,24.0
2006,13,alonso,1,100.0,6,100.0,6.0,1.0
2006,13,michael_schumacher,2,90.0,5,89.0,5.0,2.0
2006,13,massa,3,52.0,0,50.0,0.0,3.0
2006,13,fisichella,4,49.0,1,49.0,1.0,4.0
2006,13,raikkonen,5,49.0,0,49.0,0.0,5.0
2006,13,button,6,31.0,1,21.0,0.0,7.0
2006,13,montoya,7,26.0,0,26.0,0.0,6.0
2006,13,barrichello,8,21.0,0,16.0,0.0,8.0
2006,13,heidfeld,9,19.0,0,13.0,0.0,10.0
2006,13,ralf_schumacher,10,16.0,0,13.0,0.0,9.0
2006,13,coulthard,11,14.0,0,10.0,0.0,11.0
2006,13,rosa,12,10.0,0,2.0,0.0,16.0
2006,13,trulli,13,10.0,0,10.0,0.0,12.0
2006,13,villeneuve,14,7.0,0,7.0,0.0,13.0
2006,13,webber,15,6.0,0,6.0,0.0,14.0
2006,13,rosberg,16,4.0,0,4.0,0.0,15.0
2006,13,klien,17,2.0,0,2.0,0.0,17.0
2006,13,liuzzi,18,1.0,0,1.0,0.0,18.0
2006,13,speed,19,0.0,0,0.0,0.0,19.0
2006,13,monteiro,20,0.0,0,0.0,0.0,21.0
2006,13,albers,21,0.0,0,0.0,0.0,20.0
2006,13,sato,22,0.0,0,0.0,0.0,22.0
2006,13,ide,23,0.0,0,0.0,0.0,23.0
2006,13,montagny,24,0.0,0,0.0,0.0,24.0
2006,14,alonso,1,108.0,6,100.0,6.0,1.0
2006,14,michael_schumacher,2,96.0,5,90.0,5.0,2.0
2006,14,massa,3,62.0,1,52.0,0.0,3.0
2006,14,fisichella,4,52.0,1,49.0,1.0,4.0
2006,14,raikkonen,5,49.0,0,49.0,0.0,5.0
2006,14,button,6,36.0,1,31.0,1.0,6.0
2006,14,montoya,7,26.0,0,26.0,0.0,7.0
2006,14,barrichello,8,22.0,0,21.0,0.0,8.0
2006,14,heidfeld,9,19.0,0,19.0,0.0,9.0
2006,14,ralf_schumacher,10,18.0,0,16.0,0.0,10.0
2006,14,rosa,11,14.0,0,10.0,0.0,12.0
2006,14,coulthard,12,14.0,0,14.0,0.0,11.0
2006,14,trulli,13,10.0,0,10.0,0.0,13.0
2006,14,villeneuve,14,7.0,0,7.0,0.0,14.0
2006,14,webber,15,6.0,0,6.0,0.0,15.0
2006,14,rosberg,16,4.0,0,4.0,0.0,16.0
2006,14,klien,17,2.0,0,2.0,0.0,17.0
2006,14,liuzzi,18,1.0,0,1.0,0.0,18.0
2006,14,speed,19,0.0,0,0.0,0.0,19.0
2006,14,monteiro,20,0.0,0,0.0,0.0,20.0
2006,14,albers,21,0.0,0,0.0,0.0,21.0
2006,14,sato,22,0.0,0,0.0,0.0,22.0
2006,14,kubica,23,0.0,0,,,
2006,14,ide,24,0.0,0,0.0,0.0,23.0
2006,14,montagny,25,0.0,0,0.0,0.0,24.0
2006,15,alonso,1,108.0,6,108.0,6.0,1.0
2006,15,michael_schumacher,2,106.0,6,96.0,5.0,2.0
2006,15,massa,3,62.0,1,62.0,1.0,3.0
2006,15,fisichella,4,57.0,1,52.0,1.0,4.0
2006,15,raikkonen,5,57.0,0,49.0,0.0,5.0
2006,15,button,6,40.0,1,36.0,1.0,6.0
2006,15,montoya,7,26.0,0,26.0,0.0,7.0
2006,15,barrichello,8,25.0,0,22.0,0.0,8.0
2006,15,heidfeld,9,20.0,0,19.0,0.0,9.0
2006,15,ralf_schumacher,10,18.0,0,18.0,0.0,10.0
2006,15,rosa,11,14.0,0,14.0,0.0,11.0
2006,15,coulthard,12,14.0,0,14.0,0.0,12.0
2006,15,trulli,13,12.0,0,10.0,0.0,13.0
2006,15,villeneuve,14,7.0,0,7.0,0.0,14.0
2006,15,kubica,15,6.0,0,0.0,0.0,23.0
2006,15,webber,16,6.0,0,6.0,0.0,15.0
2006,15,rosberg,17,4.0,0,4.0,0.0,16.0
2006,15,klien,18,2.0,0,2.0,0.0,17.0
2006,15,liuzzi,19,1.0,0,1.0,0.0,18.0
2006,15,speed,20,0.0,0,0.0,0.0,19.0
2006,15,monteiro,21,0.0,0,0.0,0.0,20.0
2006,15,albers,22,0.0,0,0.0,0.0,21.0
2006,15,sato,23,0.0,0,0.0,0.0,22.0
2006,15,ide,24,0.0,0,0.0,0.0,24.0
2006,15,montagny,25,0.0,0,0.0,0.0,25.0
2006,16,michael_schumacher,1,116.0,7,106.0,6.0,2.0
2006,16,alonso,2,116.0,6,108.0,6.0,1.0
2006,16,fisichella,3,63.0,1,57.0,1.0,4.0
2006,16,massa,4,62.0,1,62.0,1.0,3.0
2006,16,raikkonen,5,57.0,0,57.0,0.0,5.0
2006,16,button,6,45.0,1,40.0,1.0,6.0
2006,16,barrichello,7,28.0,0,25.0,0.0,8.0
2006,16,montoya,8,26.0,0,26.0,0.0,7.0
2006,16,heidfeld,9,22.0,0,20.0,0.0,9.0
2006,16,rosa,10,18.0,0,14.0,0.0,11.0
2006,16,ralf_schumacher,11,18.0,0,18.0,0.0,10.0
2006,16,coulthard,12,14.0,0,14.0,0.0,12.0
2006,16,trulli,13,12.0,0,12.0,0.0,13.0
2006,16,webber,14,7.0,0,6.0,0.0,16.0
2006,16,villeneuve,15,7.0,0,7.0,0.0,14.0
2006,16,kubica,16,6.0,0,6.0,0.0,15.0
2006,16,rosberg,17,4.0,0,4.0,0.0,17.0
2006,16,klien,18,2.0,0,2.0,0.0,18.0
2006,16,liuzzi,19,1.0,0,1.0,0.0,19.0
2006,16,speed,20,0.0,0,0.0,0.0,20.0
2006,16,monteiro,21,0.0,0,0.0,0.0,21.0
2006,16,albers,22,0.0,0,0.0,0.0,22.0
2006,16,sato,23,0.0,0,0.0,0.0,23.0
2006,16,doornbos,24,0.0,0,,,
2006,16,ide,25,0.0,0,0.0,0.0,24.0
2006,16,montagny,26,0.0,0,0.0,0.0,25.0
2006,16,yamamoto,27,0.0,0,,,
2006,17,alonso,1,126.0,7,116.0,6.0,2.0
2006,17,michael_schumacher,2,116.0,7,116.0,7.0,1.0
2006,17,massa,3,70.0,1,62.0,1.0,4.0
2006,17,fisichella,4,69.0,1,63.0,1.0,3.0
2006,17,raikkonen,5,61.0,0,57.0,0.0,5.0
2006,17,button,6,50.0,1,45.0,1.0,6.0
2006,17,barrichello,7,28.0,0,28.0,0.0,7.0
2006,17,montoya,8,26.0,0,26.0,0.0,8.0
2006,17,heidfeld,9,23.0,0,22.0,0.0,9.0
2006,17,ralf_schumacher,10,20.0,0,18.0,0.0,11.0
2006,17,rosa,11,18.0,0,18.0,0.0,10.0
2006,17,trulli,12,15.0,0,12.0,0.0,13.0
2006,17,coulthard,13,14.0,0,14.0,0.0,12.0
2006,17,webber,14,7.0,0,7.0,0.0,14.0
2006,17,villeneuve,15,7.0,0,7.0,0.0,15.0
2006,17,kubica,16,6.0,0,6.0,0.0,16.0
2006,17,rosberg,17,4.0,0,4.0,0.0,17.0
2006,17,klien,18,2.0,0,2.0,0.0,18.0
2006,17,liuzzi,19,1.0,0,1.0,0.0,19.0
2006,17,speed,20,0.0,0,0.0,0.0,20.0
2006,17,monteiro,21,0.0,0,0.0,0.0,21.0
2006,17,albers,22,0.0,0,0.0,0.0,22.0
2006,17,sato,23,0.0,0,0.0,0.0,23.0
2006,17,doornbos,24,0.0,0,0.0,0.0,24.0
2006,17,ide,25,0.0,0,0.0,0.0,25.0
2006,17,montagny,26,0.0,0,0.0,0.0,26.0
2006,17,yamamoto,27,0.0,0,0.0,0.0,27.0
2006,18,alonso,1,134.0,7,126.0,7.0,1.0
2006,18,michael_schumacher,2,121.0,7,116.0,7.0,2.0
2006,18,massa,3,80.0,2,70.0,1.0,3.0
2006,18,fisichella,4,72.0,1,69.0,1.0,4.0
2006,18,raikkonen,5,65.0,0,61.0,0.0,5.0
2006,18,button,6,56.0,1,50.0,1.0,6.0
2006,18,barrichello,7,30.0,0,28.0,0.0,7.0
2006,18,montoya,8,26.0,0,26.0,0.0,8.0
2006,18,heidfeld,9,23.0,0,23.0,0.0,9.0
2006,18,ralf_schumacher,10,20.0,0,20.0,0.0,10.0
2006,18,rosa,11,19.0,0,18.0,0.0,11.0
2006,18,trulli,12,15.0,0,15.0,0.0,12.0
2006,18,coulthard,13,14.0,0,14.0,0.0,13.0
2006,18,webber,14,7.0,0,7.0,0.0,14.0
2006,18,villeneuve,15,7.0,0,7.0,0.0,15.0
2006,18,kubica,16,6.0,0,6.0,0.0,16.0
2006,18,rosberg,17,4.0,0,4.0,0.0,17.0
2006,18,klien,18,2.0,0,2.0,0.0,18.0
2006,18,liuzzi,19,1.0,0,1.0,0.0,19.0
2006,18,speed,20,0.0,0,0.0,0.0,20.0
2006,18,monteiro,21,0.0,0,0.0,0.0,21.0
2006,18,albers,22,0.0,0,0.0,0.0,22.0
2006,18,sato,23,0.0,0,0.0,0.0,23.0
2006,18,doornbos,24,0.0,0,0.0,0.0,24.0
2006,18,ide,25,0.0,0,0.0,0.0,25.0
2006,18,yamamoto,26,0.0,0,0.0,0.0,27.0
2006,18,montagny,27,0.0,0,0.0,0.0,26.0
2007,1,raikkonen,1,10.0,1,,,
2007,1,alonso,2,8.0,0,,,
2007,1,hamilton,3,6.0,0,,,
2007,1,heidfeld,4,5.0,0,,,
2007,1,fisichella,5,4.0,0,,,
2007,1,massa,6,3.0,0,,,
2007,1,rosberg,7,2.0,0,,,
2007,1,ralf_schumacher,8,1.0,0,,,
2007,1,trulli,9,0.0,0,,,
2007,1,kovalainen,10,0.0,0,,,
2007,1,barrichello,11,0.0,0,,,
2007,1,sato,12,0.0,0,,,
2007,1,webber,13,0.0,0,,,
2007,1,liuzzi,14,0.0,0,,,
2007,1,button,15,0.0,0,,,
2007,1,davidson,16,0.0,0,,,
2007,1,sutil,17,0.0,0,,,
2007,2,alonso,1,18.0,1,8.0,0.0,2.0
2007,2,raikkonen,2,16.0,1,10.0,1.0,1.0
2007,2,hamilton,3,14.0,0,6.0,0.0,3.0
2007,2,heidfeld,4,10.0,0,5.0,0.0,4.0
2007,2,fisichella,5,7.0,0,4.0,0.0,5.0
2007,2,massa,6,7.0,0,3.0,0.0,6.0
2007,2,trulli,7,2.0,0,0.0,0.0,9.0
2007,2,rosberg,8,2.0,0,2.0,0.0,7.0
2007,2,kovalainen,9,1.0,0,0.0,0.0,10.0
2007,2,ralf_schumacher,10,1.0,0,1.0,0.0,8.0
2007,2,wurz,11,0.0,0,,,
2007,2,webber,12,0.0,0,0.0,0.0,13.0
2007,2,barrichello,13,0.0,0,0.0,0.0,11.0
2007,2,sato,14,0.0,0,0.0,0.0,12.0
2007,2,button,15,0.0,0,0.0,0.0,15.0
2007,2,liuzzi,16,0.0,0,0.0,0.0,14.0
2007,2,speed,17,0.0,0,,,
2007,2,davidson,18,0.0,0,0.0,0.0,16.0
2007,2,sutil,19,0.0,0,0.0,0.0,17.0
2007,2,kubica,20,0.0,0,,,
2007,3,alonso,1,22.0,1,18.0,1.0,1.0
2007,3,raikkonen,2,22.0,1,16.0,1.0,2.0
2007,3,hamilton,3,22.0,0,14.0,0.0,3.0
2007,3,massa,4,17.0,1,7.0,0.0,6.0
2007,3,heidfeld,5,15.0,0,10.0,0.0,4.0
2007,3,fisichella,6,8.0,0,7.0,0.0,5.0
2007,3,trulli,7,4.0,0,2.0,0.0,7.0
2007,3,kubica,8,3.0,0,0.0,0.0,20.0
2007,3,rosberg,9,2.0,0,2.0,0.0,8.0
2007,3,kovalainen,10,1.0,0,1.0,0.0,9.0
2007,3,ralf_schumacher,11,1.0,0,1.0,0.0,10.0
2007,3,wurz,12,0.0,0,0.0,0.0,11.0
2007,3,webber,13,0.0,0,0.0,0.0,12.0
2007,3,barrichello,14,0.0,0,0.0,0.0,13.0
2007,3,sato,15,0.0,0,0.0,0.0,14.0
2007,3,button,16,0.0,0,0.0,0.0,15.0
2007,3,liuzzi,17,0.0,0,0.0,0.0,16.0
2007,3,albers,18,0.0,0,,,
2007,3,speed,19,0.0,0,0.0,0.0,17.0
2007,3,sutil,20,0.0,0,0.0,0.0,19.0
2007,3,davidson,21,0.0,0,0.0,0.0,18.0
2007,4,hamilton,1,30.0,0,22.0,0.0,3.0
2007,4,alonso,2,28.0,1,22.0,1.0,1.0
2007,4,massa,3,27.0,2,17.0,1.0,4.0
2007,4,raikkonen,4,22.0,1,22.0,1.0,2.0
2007,4,heidfeld,5,15.0,0,15.0,0.0,5.0
2007,4,kubica,6,8.0,0,3.0,0.0,8.0
